Instance,No_In_Sequence,Class,Joint_1_x,Joint_1_y,Joint_1_z,Joint_2_x,Joint_2_y,Joint_2_z,Joint_3_x,Joint_3_y,Joint_3_z,Joint_4_x,Joint_4_y,Joint_4_z,Joint_5_x,Joint_5_y,Joint_5_z,Joint_6_x,Joint_6_y,Joint_6_z,Joint_7_x,Joint_7_y,Joint_7_z,Joint_8_x,Joint_8_y,Joint_8_z,Joint_9_x,Joint_9_y,Joint_9_z,Joint_10_x,Joint_10_y,Joint_10_z,Joint_11_x,Joint_11_y,Joint_11_z,Joint_12_x,Joint_12_y,Joint_12_z,Joint_13_x,Joint_13_y,Joint_13_z,Joint_14_x,Joint_14_y,Joint_14_z,Joint_15_x,Joint_15_y,Joint_15_z,Joint_16_x,Joint_16_y,Joint_16_z,Joint_17_x,Joint_17_y,Joint_17_z
54,14,2,5,252,94.0,4,0,1.0,3,0,0.0,1,8,1.0,2,8,0.0,3,30,9.0,4,38,12.0,53,23,1.0,53,30,7.0,91,4,1.0,93,3,7.0,91,36,18.0,90,49,12.0,163,42,11.0,166,36,11.0,196,70,10.0,229,47,11.0
54,15,2,2,264,118.0,2,1,99.0,2,5,17.0,3,5,18.0,2,9,23.0,3,29,35.0,6,27,36.0,46,3,35.0,48,10,42.0,79,30,35.0,74,19,33.0,90,49,33.0,89,40,33.0,161,18,15.0,165,41,35.0,222,40,2.0,232,58,34.0
54,16,2,1,277,100.0,1,3,6.0,1,4,4.0,11,8,68.0,1,8,5.0,8,27,17.0,10,26,17.0,63,3,22.0,52,3,22.0,3,3,3.0,80,37,15.0,91,48,15.0,93,39,15.0,162,22,0.0,164,46,15.0,225,17,1.0,232,70,16.0
54,17,2,9,289,106.0,4,2,1.0,6,1,5.0,4,42,7.0,8,7,4.0,7,28,16.0,8,20,18.0,46,2,24.0,48,4,23.0,4,12,15.0,80,30,21.0,85,43,16.0,85,31,17.0,154,22,14.0,156,31,18.0,222,19,7.0,219,74,21.0
54,18,2,9,299,114.0,3,3,1.0,3,1,0.0,4,22,13.0,7,8,5.0,22,37,14.0,11,15,20.0,60,37,16.0,52,3,29.0,91,12,28.0,91,12,28.0,90,39,14.0,87,18,22.0,147,25,12.0,151,1,26.0,217,36,12.0,206,37,19.0
54,19,2,9,307,118.0,6,8,0.0,3,0,1.0,9,22,0.0,5,4,2.0,22,36,4.0,12,11,21.0,60,33,11.0,52,4,28.0,93,6,28.0,92,2,30.0,99,39,14.0,95,17,21.0,161,30,11.0,152,15,21.0,223,37,18.0,210,8,23.0
54,20,2,25,314,107.0,2,41,81.0,23,326,22.0,16,12,21.0,14,6,14.0,10,32,32.0,3,2,3.0,39,6,13.0,40,7,14.0,78,23,3.0,78,8,17.0,85,34,7.0,82,8,8.0,145,32,0.0,143,20,4.0,207,44,4.0,205,34,5.0
54,21,2,26,341,118.0,7,26,17.0,8,3,4.0,7,20,7.0,5,1,3.0,20,41,11.0,12,1,13.0,60,51,13.0,49,8,17.0,77,39,3.0,89,10,21.0,88,42,2.0,88,15,14.0,142,43,9.0,146,4,11.0,195,65,16.0,207,11,14.0
54,22,2,23,353,122.0,216,365,8.0,5,2,1.0,4,20,0.0,0,0,0.0,25,47,1.0,15,0,12.0,62,56,6.0,58,13,25.0,86,46,8.0,93,18,22.0,93,43,8.0,92,15,18.0,138,37,4.0,148,1,15.0,183,60,15.0,207,1,15.0
54,23,2,28,359,124.0,211,371,10.0,11,1,1.0,8,20,5.0,6,1,4.0,16,41,4.0,12,5,10.0,53,56,7.0,52,22,12.0,87,56,12.0,86,22,0.0,87,40,3.0,86,11,15.0,132,32,1.0,141,7,17.0,179,45,6.0,201,7,15.0
54,24,2,39,362,123.0,200,374,6.0,38,373,8.0,14,21,15.0,14,1,7.0,10,40,6.0,6,7,4.0,45,55,14.0,44,24,1.0,75,59,14.0,69,20,8.0,75,36,1.0,72,8,5.0,126,29,7.0,129,6,9.0,176,29,7.0,188,9,14.0
54,25,2,38,360,142.0,9,22,7.0,13,2,1.0,7,21,4.0,6,2,0.0,16,37,5.0,12,8,13.0,50,49,0.0,46,24,12.0,79,52,0.0,72,18,2.0,74,30,11.0,72,1,25.0,129,23,10.0,128,2,24.0,177,18,8.0,184,4,33.0
54,26,2,39,333,160.0,200,345,46.0,7,18,4.0,0,0,0.0,1,17,10.0,22,11,14.0,15,31,17.0,56,19,10.0,49,46,21.0,86,19,0.0,77,45,4.0,79,3,18.0,76,26,32.0,128,5,18.0,123,33,30.0,177,10,25.0,171,28,44.0
54,27,2,114,315,159.0,83,33,19.0,78,29,18.0,70,14,9.0,72,31,4.0,50,7,4.0,56,47,13.0,15,0,0.0,24,62,13.0,10,3,6.0,5,64,5.0,2,18,6.0,1,43,16.0,54,23,12.0,46,49,14.0,102,28,15.0,88,47,29.0
54,28,2,49,330,173.0,2,4,10.0,6,13,7.0,0,0,0.0,2,16,4.0,19,7,12.0,13,32,21.0,53,14,6.0,42,47,29.0,72,9,5.0,72,51,15.0,70,5,19.0,69,30,34.0,118,9,24.0,115,30,17.0,167,13,27.0,159,31,17.0
54,29,2,57,327,190.0,6,0,3.0,10,20,4.0,2,5,9.0,4,21,7.0,14,1,13.0,11,36,10.0,46,13,9.0,39,50,41.0,64,5,10.0,68,53,27.0,63,8,27.0,62,32,46.0,111,12,38.0,110,33,21.0,158,16,36.0,152,33,14.0
54,30,2,59,334,189.0,1,2,5.0,57,346,61.0,0,3,4.0,1,18,5.0,14,4,8.0,15,29,1.0,44,14,8.0,47,41,10.0,64,16,6.0,74,41,7.0,60,1,18.0,60,23,25.0,107,3,19.0,107,24,12.0,150,8,35.0,149,24,10.0
54,31,2,64,335,187.0,4,1,2.0,3,17,3.0,5,2,3.0,4,17,3.0,8,4,5.0,11,28,0.0,36,14,4.0,41,32,6.0,60,18,4.0,61,27,4.0,61,1,7.0,61,21,6.0,99,4,5.0,103,21,8.0,137,5,24.0,142,23,8.0
54,32,2,63,330,189.0,3,2,0.0,2,16,3.0,3,3,0.0,3,16,4.0,8,0,6.0,13,29,1.0,36,10,6.0,44,29,8.0,61,15,5.0,54,20,5.0,66,2,9.0,65,24,8.0,99,6,9.0,104,25,8.0,137,0,6.0,143,28,8.0
54,33,2,67,322,189.0,1,0,1.0,2,15,1.0,3,4,1.0,3,15,0.0,7,3,5.0,12,29,3.0,34,4,6.0,40,30,5.0,59,9,4.0,50,23,5.0,62,8,7.0,60,27,8.0,99,2,5.0,100,30,7.0,132,5,1.0,139,35,9.0
54,34,2,71,310,190.0,3,0,0.0,58,9,9.0,4,4,1.0,4,15,1.0,10,5,5.0,9,26,0.0,34,1,6.0,32,25,5.0,58,1,5.0,45,9,6.0,58,13,6.0,54,30,5.0,97,5,3.0,94,35,3.0,129,5,3.0,133,47,9.0
54,35,2,70,303,185.0,3,3,2.0,42,19,7.0,0,0,0.0,2,8,8.0,14,2,2.0,11,22,8.0,41,2,3.0,36,26,2.0,59,12,4.0,47,15,2.0,59,7,1.0,57,18,2.0,95,6,6.0,92,28,7.0,129,11,8.0,122,46,4.0
54,36,2,83,314,191.0,13,5,2.0,6,2,1.0,7,11,8.0,3,4,1.0,3,17,9.0,4,8,5.0,27,17,9.0,21,4,3.0,111,0,4.0,37,6,1.0,45,14,7.0,42,4,2.0,78,11,5.0,75,6,2.0,115,0,5.0,104,16,0.0
54,37,2,87,310,193.0,25,32,11.0,2,0,0.0,1,3,1.0,0,0,0.0,7,9,10.0,6,0,1.0,4,10,8.0,12,11,5.0,78,8,7.0,70,9,9.0,35,9,9.0,34,0,3.0,74,9,8.0,74,8,7.0,109,3,2.0,109,2,3.0
54,63,2,163,199,157.0,0,1,1.0,7,7,22.0,0,6,3.0,9,11,12.0,17,8,24.0,18,19,25.0,25,7,39.0,13,14,24.0,8,7,25.0,8,7,25.0,4,19,20.0,4,15,18.0,1,13,11.0,22,62,5.0,76,211,43.0,7,7,22.0
55,5,2,36,22,134.0,1,5,4.0,7,1,4.0,3,4,1.0,17,8,8.0,13,4,5.0,3,29,11.0,45,4,10.0,33,34,11.0,74,1,9.0,72,0,8.0,87,16,0.0,67,32,13.0,131,14,0.0,133,31,13.0,171,19,0.0,175,21,13.0
55,6,2,32,62,121.0,2,5,3.0,6,0,5.0,20,8,3.0,20,8,3.0,11,1,9.0,6,38,12.0,46,2,7.0,36,46,12.0,78,5,11.0,75,37,11.0,71,17,8.0,69,46,0.0,135,28,0.0,134,43,3.0,175,44,11.0,183,44,3.0
55,7,2,30,68,114.0,2,6,1.0,6,1,5.0,10,4,7.0,21,9,6.0,9,2,9.0,6,38,12.0,44,0,10.0,39,44,12.0,74,1,9.0,80,36,10.0,73,16,2.0,70,46,9.0,135,17,1.0,136,44,12.0,183,33,94.0,185,52,6.0
55,8,2,27,79,109.0,2,5,0.0,7,1,3.0,1,0,0.0,22,9,4.0,10,5,8.0,6,41,9.0,43,4,10.0,40,44,14.0,74,7,9.0,79,32,7.0,74,21,3.0,73,48,12.0,132,10,5.0,136,49,9.0,176,39,4.0,180,59,1.0
55,9,2,27,92,107.0,1,5,0.0,6,0,3.0,3,3,0.0,22,8,3.0,10,9,7.0,7,40,10.0,45,8,10.0,41,44,18.0,77,9,13.0,79,29,10.0,73,25,4.0,72,51,11.0,138,15,2.0,139,55,7.0,192,16,57.0,184,71,91.0
55,10,2,29,105,106.0,2,6,2.0,7,0,2.0,21,6,2.0,22,8,3.0,10,9,8.0,8,40,9.0,44,7,9.0,36,44,16.0,81,7,9.0,77,26,11.0,71,23,4.0,67,49,11.0,134,19,1.0,134,57,6.0,192,30,56.0,175,75,3.0
55,11,2,28,117,107.0,1,6,3.0,7,1,0.0,4,4,0.0,21,5,5.0,12,8,4.0,9,37,10.0,49,4,8.0,38,39,19.0,83,3,11.0,76,25,12.0,72,23,10.0,68,48,12.0,135,24,1.0,133,42,13.0,190,40,57.0,176,72,15.0
55,12,2,27,129,108.0,0,5,1.0,6,1,4.0,3,2,1.0,21,7,6.0,12,8,1.0,10,38,13.0,48,6,8.0,40,39,18.0,80,1,8.0,76,24,16.0,67,28,16.0,65,50,16.0,138,32,17.0,134,36,19.0,181,54,58.0,191,53,60.0
55,13,2,27,140,104.0,2,5,0.0,7,1,2.0,3,3,3.0,23,7,4.0,12,9,4.0,11,38,12.0,46,5,12.0,38,40,16.0,77,2,13.0,78,25,14.0,68,24,9.0,67,49,14.0,139,49,14.0,139,39,16.0,193,65,56.0,199,35,64.0
55,14,2,24,151,102.0,3,5,0.0,7,1,2.0,24,6,0.0,23,8,5.0,8,14,1.0,9,39,16.0,46,9,6.0,43,39,17.0,81,1,15.0,83,29,12.0,75,25,11.0,76,47,15.0,140,30,8.0,144,41,14.0,190,48,21.0,201,43,59.0
55,15,2,21,162,101.0,3,5,3.0,8,1,6.0,2,1,2.0,20,5,10.0,7,19,11.0,9,39,18.0,48,14,1.0,44,34,18.0,86,8,7.0,87,27,11.0,81,33,16.0,82,49,16.0,144,16,3.0,150,42,16.0,200,37,53.0,206,53,58.0
55,16,2,19,172,97.0,0,5,2.0,6,2,5.0,4,3,3.0,18,6,7.0,12,30,14.0,12,38,14.0,47,21,9.0,47,32,19.0,89,15,0.0,90,19,4.0,77,53,14.0,80,47,14.0,143,14,3.0,150,51,12.0,207,36,2.0,215,64,56.0
55,17,2,22,187,97.0,1,4,4.0,6,2,2.0,4,3,5.0,20,3,7.0,10,30,16.0,11,35,16.0,42,24,16.0,43,28,19.0,88,21,12.0,88,16,8.0,78,31,13.0,75,46,14.0,144,19,1.0,147,55,12.0,209,15,8.0,204,75,54.0
55,18,2,24,201,100.0,0,5,0.0,7,2,3.0,22,3,5.0,23,4,5.0,14,29,17.0,12,31,19.0,33,24,19.0,41,24,19.0,86,20,7.0,85,12,15.0,71,54,17.0,74,44,17.0,146,19,5.0,145,48,17.0,209,28,10.0,195,81,48.0
55,19,2,25,216,97.0,1,4,1.0,7,2,3.0,3,3,4.0,23,4,2.0,15,36,13.0,16,28,14.0,32,24,16.0,40,20,16.0,84,4,12.0,83,7,13.0,67,46,14.0,68,43,14.0,138,31,16.0,141,28,16.0,208,42,9.0,190,70,12.0
55,20,2,27,230,101.0,0,5,1.0,7,4,1.0,3,3,1.0,24,1,4.0,17,38,16.0,18,26,16.0,29,20,20.0,33,20,20.0,76,3,16.0,77,6,18.0,68,53,18.0,68,42,18.0,135,39,13.0,135,16,20.0,208,57,12.0,207,33,20.0
55,21,2,28,246,97.0,2,5,5.0,6,4,3.0,24,0,2.0,24,0,2.0,19,24,12.0,16,23,14.0,38,47,14.0,40,18,19.0,80,7,9.0,79,8,10.0,68,59,12.0,69,43,15.0,137,48,10.0,142,22,14.0,206,73,7.0,208,11,16.0
55,22,2,29,258,96.0,2,7,6.0,6,4,4.0,22,3,1.0,24,2,1.0,19,30,13.0,15,22,13.0,32,44,13.0,39,17,15.0,83,11,8.0,83,12,8.0,70,56,13.0,68,40,13.0,138,49,11.0,145,25,13.0,202,81,8.0,204,23,11.0
55,23,2,24,275,99.0,2,5,10.0,2,5,1.0,20,2,7.0,22,1,7.0,14,32,16.0,9,17,17.0,37,43,16.0,49,14,18.0,87,20,11.0,91,12,11.0,71,59,16.0,71,41,16.0,143,43,18.0,149,32,17.0,197,78,9.0,210,38,18.0
55,24,2,19,296,104.0,2,1,1.0,0,2,5.0,12,4,9.0,13,6,9.0,6,38,21.0,5,21,21.0,54,54,21.0,51,14,21.0,96,15,17.0,96,14,12.0,75,64,21.0,77,49,22.0,144,44,21.0,151,47,23.0,204,51,19.0,213,57,24.0
55,25,2,0,303,102.0,239,315,12.0,13,4,2.0,12,1,1.0,12,1,1.0,19,36,17.0,20,12,17.0,69,52,16.0,73,5,19.0,117,5,17.0,117,4,7.0,99,60,19.0,101,37,19.0,167,37,16.0,171,48,19.0,231,25,4.0,234,63,21.0
55,26,2,19,310,105.0,17,0,3.0,7,4,0.0,10,17,3.0,4,2,1.0,10,48,6.0,5,9,14.0,47,2,17.0,54,1,18.0,102,45,20.0,95,5,15.0,81,53,16.0,81,28,17.0,148,40,20.0,151,33,17.0,214,29,10.0,210,64,24.0
55,27,2,0,314,149.0,9,25,47.0,14,0,36.0,11,20,47.0,15,0,37.0,35,45,47.0,27,3,54.0,68,50,47.0,73,7,57.0,80,29,57.0,112,12,55.0,106,48,54.0,107,18,61.0,163,33,47.0,163,3,67.0,216,36,59.0,218,33,55.0
55,28,2,0,304,114.0,27,27,9.0,2,316,14.0,16,12,6.0,19,19,0.0,39,29,6.0,28,17,15.0,83,39,2.0,73,27,17.0,84,8,17.0,110,30,9.0,111,26,14.0,110,6,19.0,171,19,12.0,164,21,17.0,231,22,20.0,223,14,21.0
55,29,2,0,292,128.0,0,26,33.0,2,304,0.0,18,9,12.0,19,39,0.0,46,6,14.0,33,41,25.0,73,7,15.0,79,51,28.0,109,31,58.0,115,49,13.0,106,4,26.0,110,26,31.0,168,0,24.0,168,38,26.0,230,8,31.0,233,46,28.0
55,30,2,185,296,103.0,151,0,54.0,183,308,25.0,167,22,12.0,169,40,30.0,139,1,16.0,148,48,2.0,105,7,18.0,104,54,1.0,90,3,7.0,67,54,23.0,75,3,1.0,74,36,3.0,17,4,4.0,10,40,1.0,38,9,5.0,47,42,1.0
55,31,2,178,311,116.0,178,323,12.0,176,323,12.0,154,12,4.0,158,35,12.0,137,4,2.0,139,43,6.0,99,15,12.0,93,47,12.0,79,7,6.0,60,45,7.0,68,5,7.0,68,26,14.0,17,2,2.0,8,29,12.0,29,9,9.0,53,27,14.0
55,32,2,28,355,126.0,3,41,55.0,28,365,2.0,4,22,4.0,3,1,3.0,15,42,3.0,15,6,10.0,53,54,0.0,58,8,17.0,74,44,11.0,86,2,16.0,86,41,12.0,84,11,22.0,138,35,5.0,142,13,19.0,191,32,17.0,201,17,24.0
55,33,2,0,-12,128.0,239,0,14.0,3,0,0.0,26,352,17.0,33,365,4.0,48,328,1.0,47,374,7.0,86,318,0.0,91,378,10.0,106,326,5.0,118,370,18.0,114,330,10.0,112,360,19.0,167,339,11.0,171,356,19.0,227,350,24.0,229,350,24.0
55,34,2,54,315,132.0,185,327,18.0,52,327,2.0,15,7,28.0,20,34,13.0,0,0,0.0,5,45,2.0,34,7,0.0,35,51,9.0,56,1,6.0,60,47,14.0,56,9,10.0,57,38,14.0,116,16,10.0,113,38,18.0,162,25,24.0,171,26,24.0
55,35,2,44,359,165.0,13,8,27.0,42,371,37.0,4,32,23.0,7,12,12.0,13,44,20.0,7,1,29.0,47,49,21.0,41,7,40.0,69,43,28.0,69,5,39.0,63,35,33.0,61,7,40.0,121,26,37.0,116,1,36.0,177,20,46.0,170,7,48.0
55,36,2,36,345,181.0,203,357,65.0,0,1,1.0,9,16,36.0,6,3,23.0,24,28,34.0,18,15,36.0,60,33,35.0,52,22,49.0,86,27,37.0,74,18,56.0,74,14,45.0,72,12,56.0,131,10,49.0,127,15,46.0,186,5,55.0,179,15,53.0
55,37,2,63,321,149.0,176,333,36.0,28,23,53.0,13,8,7.0,16,29,25.0,0,0,0.0,3,42,6.0,35,5,3.0,26,49,3.0,62,1,2.0,47,41,21.0,55,13,12.0,55,39,19.0,107,16,15.0,107,40,5.0,157,19,21.0,152,39,0.0
55,38,2,113,319,159.0,81,26,39.0,111,331,31.0,61,17,1.0,62,36,14.0,48,7,5.0,50,46,9.0,14,1,1.0,21,51,15.0,13,3,1.0,3,46,27.0,7,18,13.0,6,43,22.0,54,17,15.0,55,42,10.0,101,21,29.0,101,41,6.0
55,39,2,65,329,158.0,174,341,44.0,63,341,30.0,14,10,19.0,11,27,17.0,0,0,0.0,1,36,5.0,31,6,1.0,28,41,13.0,58,4,3.0,45,35,16.0,57,11,9.0,57,35,17.0,97,4,3.0,105,32,12.0,140,13,12.0,148,31,4.0
55,40,2,59,330,180.0,2,7,13.0,4,23,1.0,1,0,0.0,3,22,1.0,8,1,16.0,9,33,13.0,36,7,13.0,34,36,28.0,64,4,15.0,64,3,16.0,63,10,26.0,62,33,34.0,107,5,19.0,110,31,30.0,151,11,21.0,155,30,29.0
55,41,2,63,324,179.0,1,5,4.0,32,35,10.0,0,0,0.0,6,11,3.0,7,2,7.0,9,35,3.0,36,2,6.0,34,33,23.0,61,0,8.0,59,0,9.0,63,13,20.0,62,36,22.0,108,13,16.0,106,35,25.0,146,17,7.0,149,36,17.0
55,42,2,66,317,186.0,0,0,0.0,3,25,4.0,1,3,3.0,3,25,4.0,7,5,6.0,8,38,4.0,37,1,5.0,35,41,16.0,64,4,4.0,64,8,7.0,62,18,16.0,60,40,16.0,103,17,15.0,99,36,16.0,143,24,9.0,140,41,30.0
55,43,2,72,318,180.0,5,4,5.0,70,330,53.0,7,2,6.0,9,20,5.0,2,1,1.0,4,33,3.0,33,4,3.0,30,37,1.0,59,4,4.0,51,36,1.0,54,14,3.0,53,34,0.0,94,14,1.0,90,27,0.0,135,24,9.0,128,34,12.0
55,44,2,72,309,185.0,0,0,0.0,70,321,55.0,4,3,1.0,8,15,1.0,3,8,4.0,4,36,1.0,33,1,3.0,30,42,3.0,58,1,4.0,37,29,4.0,54,21,5.0,53,39,4.0,95,23,6.0,91,29,6.0,136,32,5.0,129,30,6.0
55,45,2,82,308,187.0,2,1,0.0,2,5,3.0,12,2,2.0,16,10,0.0,5,9,3.0,5,30,1.0,23,1,5.0,21,33,5.0,48,3,3.0,49,3,3.0,46,19,6.0,45,35,7.0,88,21,6.0,86,28,6.0,126,33,8.0,120,25,6.0
55,46,2,84,305,184.0,3,0,0.0,0,5,2.0,12,3,5.0,15,10,5.0,6,11,0.0,5,29,4.0,21,4,0.0,19,35,3.0,43,1,0.0,42,0,0.0,42,20,0.0,41,34,1.0,80,17,1.0,82,28,1.0,119,34,4.0,116,29,3.0
55,47,2,79,297,181.0,4,2,1.0,77,309,53.0,6,8,4.0,13,14,14.0,0,17,3.0,1,29,9.0,25,10,2.0,24,33,4.0,51,6,3.0,47,10,5.0,49,22,4.0,47,36,1.0,81,13,4.0,85,31,4.0,119,31,3.0,121,35,2.0
55,48,2,49,278,184.0,2,13,0.0,8,7,5.0,16,33,29.0,23,43,19.0,31,30,6.0,31,42,11.0,59,25,3.0,54,52,10.0,80,18,2.0,76,22,1.0,80,34,0.0,77,47,0.0,113,27,2.0,114,48,3.0,151,28,7.0,152,54,5.0
55,49,2,62,317,200.0,1,29,14.0,11,16,18.0,7,13,15.0,8,5,5.0,20,16,18.0,22,4,8.0,49,21,19.0,45,5,13.0,69,32,19.0,51,20,24.0,68,14,17.0,65,0,11.0,104,18,19.0,100,3,9.0,131,5,1.0,138,14,11.0
55,50,2,82,281,181.0,103,34,18.0,74,63,1.0,6,22,6.0,17,15,1.0,3,17,1.0,2,23,7.0,29,13,1.0,29,16,1.0,47,29,9.0,50,25,6.0,43,22,3.0,41,24,4.0,78,21,7.0,79,23,9.0,107,32,20.0,111,42,13.0
55,64,2,163,199,159.0,0,1,1.0,4,0,11.0,4,6,4.0,5,2,11.0,17,8,22.0,8,19,21.0,25,7,43.0,16,60,13.0,7,7,24.0,7,7,24.0,33,40,38.0,7,7,24.0,23,77,22.0,22,62,2.0,76,211,45.0,30,52,33.0
55,66,2,163,200,157.0,0,1,0.0,161,212,29.0,3,5,3.0,5,2,12.0,8,17,23.0,8,20,23.0,29,6,41.0,20,14,23.0,7,6,23.0,7,6,23.0,7,25,2.0,12,16,24.0,22,58,6.0,22,57,6.0,20,20,21.0,30,51,32.0
55,67,2,163,199,159.0,0,1,1.0,1,1,4.0,18,4,39.0,22,11,41.0,18,8,21.0,8,20,20.0,29,8,41.0,23,10,41.0,8,7,25.0,8,7,25.0,1,27,11.0,1,23,16.0,22,59,4.0,22,62,4.0,17,48,27.0,17,9,21.0
56,5,2,78,314,189.0,1,1,0.0,3,2,1.0,9,9,5.0,9,9,5.0,6,0,2.0,5,20,7.0,29,3,3.0,36,22,8.0,46,7,5.0,55,13,7.0,51,7,1.0,53,21,7.0,85,1,0.0,88,18,8.0,117,1,11.0,115,10,2.0
56,6,2,74,333,184.0,3,4,1.0,4,2,1.0,5,8,3.0,10,7,2.0,7,11,4.0,4,21,0.0,31,14,0.0,32,26,0.0,53,12,1.0,55,18,2.0,53,1,0.0,53,18,2.0,92,2,1.0,91,16,3.0,129,0,0.0,126,18,6.0
56,7,2,71,337,181.0,2,2,0.0,3,3,0.0,4,6,0.0,8,10,0.0,9,11,3.0,6,22,3.0,35,16,1.0,34,27,1.0,58,15,5.0,58,19,1.0,56,0,3.0,56,19,1.0,95,1,1.0,96,13,0.0,132,3,2.0,133,4,1.0
56,8,2,69,334,180.0,2,4,1.0,3,2,0.0,4,9,1.0,8,7,0.0,8,16,4.0,8,19,1.0,36,23,1.0,39,22,1.0,60,25,2.0,63,13,1.0,60,10,1.0,60,9,1.0,98,7,1.0,100,5,1.0,130,1,1.0,137,3,1.0
56,9,2,67,334,172.0,4,3,4.0,3,3,1.0,6,8,7.0,8,9,5.0,6,16,9.0,8,19,9.0,34,25,8.0,39,22,9.0,60,27,9.0,64,12,8.0,61,12,7.0,62,8,8.0,98,16,9.0,103,4,4.0,127,5,8.0,140,3,6.0
56,10,2,63,333,165.0,3,3,3.0,3,3,1.0,6,8,4.0,7,9,2.0,7,19,9.0,10,18,14.0,35,27,15.0,41,21,15.0,61,27,11.0,65,12,10.0,61,16,0.0,63,6,13.0,103,22,0.0,107,3,5.0,142,17,16.0,145,3,12.0
56,11,2,61,335,158.0,3,4,2.0,3,2,1.0,7,9,2.0,8,9,3.0,7,21,6.0,10,18,13.0,36,27,5.0,40,22,14.0,63,24,2.0,65,16,4.0,63,16,0.0,64,8,5.0,109,21,2.0,110,4,5.0,151,25,6.0,147,1,13.0
56,12,2,60,338,155.0,5,4,6.0,3,3,2.0,11,10,5.0,7,8,1.0,6,24,4.0,9,17,9.0,38,30,4.0,39,23,8.0,65,22,1.0,65,22,4.0,62,16,4.0,64,8,3.0,113,20,9.0,112,7,1.0,156,22,1.0,149,2,16.0
56,13,2,55,339,147.0,4,4,4.0,3,4,5.0,13,12,7.0,8,9,6.0,6,26,1.0,9,15,9.0,39,34,0.0,40,22,9.0,69,24,1.0,68,22,7.0,67,17,5.0,67,9,7.0,117,21,3.0,114,10,4.0,162,22,7.0,147,2,18.0
56,14,2,52,337,145.0,5,2,4.0,2,5,3.0,14,11,6.0,5,10,5.0,5,28,5.0,10,14,9.0,39,37,10.0,40,20,9.0,70,28,15.0,68,19,4.0,70,18,8.0,69,7,1.0,118,21,3.0,115,10,0.0,164,23,2.0,160,1,7.0
56,15,2,50,329,142.0,5,3,8.0,1,5,3.0,15,12,7.0,6,9,2.0,4,32,10.0,11,10,9.0,39,42,23.0,41,15,13.0,70,35,19.0,70,15,10.0,69,24,12.0,70,0,4.0,119,28,7.0,120,1,6.0,166,31,7.0,170,6,6.0
56,16,2,49,320,138.0,6,2,6.0,3,5,6.0,16,11,7.0,0,8,27.0,2,33,10.0,13,9,14.0,36,43,10.0,44,12,13.0,67,37,16.0,74,12,14.0,68,28,13.0,71,3,2.0,119,33,8.0,122,8,6.0,162,41,7.0,172,16,10.0
56,17,2,46,311,134.0,5,2,3.0,3,5,0.0,17,10,2.0,1,5,12.0,1,35,9.0,14,6,13.0,36,44,13.0,46,11,19.0,68,31,12.0,75,11,19.0,71,33,16.0,74,7,2.0,121,32,11.0,125,12,4.0,161,43,4.0,174,25,6.0
56,18,2,45,304,132.0,6,2,5.0,3,4,8.0,18,10,2.0,0,4,12.0,1,36,11.0,13,4,11.0,37,44,14.0,44,7,11.0,69,27,12.0,73,8,17.0,69,36,14.0,70,10,1.0,120,26,16.0,121,17,9.0,179,36,11.0,177,32,9.0
56,19,2,43,296,129.0,5,1,6.0,2,5,1.0,19,10,4.0,1,5,2.0,1,36,11.0,12,2,6.0,40,39,15.0,46,7,9.0,73,22,7.0,76,6,9.0,71,35,13.0,72,12,3.0,127,26,15.0,129,22,12.0,183,25,18.0,179,40,7.0
56,20,2,41,288,125.0,6,1,7.0,3,5,2.0,19,9,6.0,0,5,5.0,2,37,16.0,11,1,6.0,43,37,18.0,46,3,7.0,75,19,8.0,78,5,4.0,70,34,16.0,71,12,3.0,130,25,17.0,130,15,7.0,186,31,22.0,175,44,5.0
56,21,2,37,277,122.0,6,1,8.0,3,4,2.0,20,10,8.0,3,2,4.0,2,38,18.0,12,5,8.0,42,37,20.0,48,0,16.0,77,21,10.0,78,3,13.0,72,38,18.0,73,13,0.0,130,31,19.0,126,5,2.0,183,40,18.0,175,44,20.0
56,22,2,35,266,117.0,6,1,6.0,3,6,0.0,20,8,8.0,3,1,4.0,3,37,15.0,6,8,6.0,39,34,17.0,43,3,7.0,78,22,8.0,75,0,13.0,72,40,19.0,74,17,0.0,133,37,13.0,125,3,4.0,191,51,14.0,186,17,4.0
56,23,2,35,253,109.0,6,1,0.0,3,5,6.0,20,7,0.0,20,7,0.0,5,35,9.0,5,21,4.0,33,34,12.0,41,11,8.0,77,18,6.0,78,4,14.0,73,39,14.0,73,20,5.0,132,39,6.0,132,13,2.0,191,62,5.0,194,11,2.0
56,24,2,35,240,117.0,7,2,8.0,3,3,4.0,21,7,10.0,21,7,10.0,6,34,17.0,3,20,11.0,34,30,23.0,39,11,0.0,73,13,17.0,75,8,8.0,68,38,21.0,68,25,29.0,130,24,13.0,132,13,4.0,183,64,14.0,195,22,13.0
56,25,2,32,228,111.0,6,2,2.0,4,4,1.0,20,6,4.0,19,15,3.0,5,35,14.0,0,19,7.0,37,27,21.0,41,9,5.0,75,7,7.0,78,4,7.0,70,41,11.0,69,27,15.0,126,17,19.0,126,26,19.0,195,19,3.0,187,37,9.0
